REIZ CONTINENTAL HOTEL ABUJA    
SUPPLIER 6133 MRS ADEBAYO PURCHASE
FROM 01-03-2022 TO 09-11-2022
Date       Ref.                 Description                           Debit       Credit      Balance
******************************************************************************************************
OPENING BALANCE                                                                                  0.00
18-05-2022 RR239567             Lemon Fruit                                      1000.00
18-05-2022 RR239567             Spring Onion                                     1200.00
18-05-2022 RR239567             Onion                                            4500.00
18-05-2022 RR239567             Red Pepper                                       6500.00
18-05-2022 RR239567             SHAMBO PEPPER                                    9999.99
18-05-2022 RR239567             ZOBO LEAVES                                      4000.00
18-05-2022 RR239567             Lettuce                                          1000.00
18-05-2022 RR239568             Plantain                                         9000.00
18-05-2022 RR239568             Eguisi                                           2600.00
18-05-2022 RR239568             OGBONO                                           3000.00
18-05-2022 RR239568             Afang Leave                                      4000.00
18-05-2022 RR239568             Fresh Tomatos                                   10000.00
18-05-2022 RR239568             Yam Tubas                                       12500.00
18-05-2022 RR239569             White Beans                                     23000.00
18-05-2022 RR239569             Red oil                                         21000.00
18-05-2022 RR239570             BITTER KOLA                                      6000.00
18-05-2022 RR239570             Kola Nut                                         3000.00
18-05-2022 NA                   1.2MM REBELLING TAPE                                0.00
18-05-2022 NA                   CANON BLACK INK                                     0.00
18-05-2022 NA                   CANON INK COLOURED                                  0.00
19-05-2022 RR239580             Chivita Small                                   24000.00
19-05-2022 RR239581             CHICKEN SAUSAGE                                 37000.00
19-05-2022 RR239582             Plantain                                         7000.00
19-05-2022 RR239582             Oha Leaves                                       1000.00
19-05-2022 RR239582             Scent Leaves                                      500.00
19-05-2022 RR239582             Peanut                                           9000.00
19-05-2022 RR239583             Amala                                            2000.00
19-05-2022 RR239583             Wheat Flour                                      5000.00
19-05-2022 RR239583             Banga                                            5000.00
19-05-2022 RR239584             Pineapple Fruit                                 35000.00
19-05-2022 RR239584             Water Mellon                                    29400.00
19-05-2022 RR239585             Dried Fish                                      24000.00
19-05-2022 RR239585             BITTER KOLA                                      6000.00
19-05-2022 RR239585             Kola Nut                                         3000.00
20-05-2022 88791871             WEEKLY PURCHASES                  500000.00
20-05-2022 RR237408             BISCUIT                                         17600.00
20-05-2022 RR237409             Men Only Spray                                  12000.00
20-05-2022 RR237410             ORIJIN BITTER                                    7500.00
20-05-2022 RR237410             HOLLANDIA YOGHURT                                7500.00
20-05-2022 RR237410             CRANBERRY JUICE                                 12000.00
20-05-2022 RR237411             Mopping Stick                                   12500.00
20-05-2022 RR237412             Green Sponge                                     2000.00
20-05-2022 RR237413             Cabbage                                          7000.00
20-05-2022 RR237413             Apple                                           11000.00
20-05-2022 RR237413             Lettuce                                           500.00
20-05-2022 RR237413             Ugu Leaves                                       2500.00
20-05-2022 RR237413             Water Leaves                                     3000.00
20-05-2022 RR237413             Fresh Tomatos                                    7500.00
20-05-2022 RR237413             RED CABBAGE                                      3000.00
20-05-2022 RR237413             Yam Tubas                                       15000.00
20-05-2022 RR237414             BITTER KOLA                                      6000.00
20-05-2022 RR237414             Kola Nut                                         3000.00
21-05-2022 RR237425             BISCUIT                                         11000.00
21-05-2022 RR237426             Chivita Small                                   18000.00
21-05-2022 RR237427             La Voltic Water Small                          160000.00
21-05-2022 RR237428             Pineapple Fruit                                  9000.00
21-05-2022 RR237428             Water Mellon                                     8400.00
21-05-2022 RR237428             Orange Fruit                                     9000.00
21-05-2022 RR237428             Plantain                                         6000.00
21-05-2022 NA                   ORIJIN BITTER                                       0.00
23-05-2022 JV                   CASH RETIREMENT                                254650.00
23-05-2022 88791877             WEEKLY FOOD                       500000.00
23-05-2022 RR237443             BISCUIT                                         11000.00
23-05-2022 RR237444             Powdered Starch                                  5500.00
23-05-2022 RR237445             Chivita Small                                   18000.00
23-05-2022 RR237446             Tablet Butter                                   15800.00
23-05-2022 RR237447             Carrot                                           7000.00
23-05-2022 RR237447             Green Beans                                      3000.00
23-05-2022 RR237447             Green Pepper                                     7000.00
23-05-2022 RR237447             CAULIC FLOWER                                    2600.00
23-05-2022 RR237447             Celery                                            500.00
23-05-2022 RR237447             Plantain                                         3000.00
23-05-2022 RR237447             Onion                                            9500.00
23-05-2022 RR237447             ZOBO LEAVES                                      3000.00
23-05-2022 RR237447             Kpomo                                            2500.00
23-05-2022 RR237447             GARLIC  POWDER                                   2000.00
23-05-2022 RR237447             PERIWINKLE                                       4000.00
23-05-2022 RR237447             Afang Leave                                      4000.00
23-05-2022 RR237447             Fresh Ginger                                      999.99
23-05-2022 RR237448             Uzuza Leaves                                     1000.00
23-05-2022 RR237448             Cucumber                                         4000.00
23-05-2022 RR215201             Okro                                             2500.00
23-05-2022 RR215201             Celery                                            500.00
23-05-2022 RR215201             Parsly                                            500.00
23-05-2022 RR215201             Lettuce                                          2500.00
23-05-2022 RR215201             Carrot                                           7000.00
23-05-2022 RR215201             Green Beans                                      3000.00
23-05-2022 RR215201             Green Pepper                                     2000.00
23-05-2022 RR215201             Mango Fruit                                      5000.00
23-05-2022 RR215201             Apple                                           22000.00
23-05-2022 RR215201             Ugu Leaves                                       4000.00
23-05-2022 RR215201             Water Leaves                                     3000.00
23-05-2022 RR215201             Spring Onion                                     1500.00
23-05-2022 RR215201             Lemon Fruit                                      1000.00
23-05-2022 RR215202             Stock Fish Head                                 16000.00
23-05-2022 RR215202             IRISH POTATOE                                   23000.00
23-05-2022 RR215202             Eguisi                                          10400.00
23-05-2022 RR215202             OGBONO                                           9000.00
23-05-2022 RR215202             Afang Leave                                      4000.00
23-05-2022 RR215202             Oha Leaves                                       1000.00
23-05-2022 RR215202             Uzuza Leaves                                     1000.00
23-05-2022 RR215202             BROCOLI IMPORTED                                 4599.99
23-05-2022 RR215202             CAULIC FLOWER                                    1400.00
23-05-2022 RR215202             Yam Tubas                                       15000.00
23-05-2022 RR215203             Fresh Tomatos                                   16500.00
23-05-2022 RR215203             HOT PEPPER                                       9999.99
23-05-2022 RR215203             Pineapple Fruit                                 27000.00
23-05-2022 RR215203             Water Mellon                                    24000.00
23-05-2022 RR215203             Pepper Soup Spices                               2500.00
23-05-2022 RR215203             Cabbage                                          7000.00
23-05-2022 RR215203             Plantain                                         3000.00
23-05-2022 RR215203             Scent Leaves                                      500.00
23-05-2022 RR215204             Red oil                                         23000.00
23-05-2022 RR215204             White Beans                                     23000.00
23-05-2022 RR215204             Plantain                                         7000.00
23-05-2022 RR215204             Sweet Potatoes                                   7000.00
23-05-2022 RR215205             BITTER KOLA                                      6000.00
23-05-2022 RR215205             Kola Nut                                         3000.00
24-05-2022 RR215217             Utazi Leaves                                     1000.00
24-05-2022 RR215217             UZIZA SEEDS                                      1000.00
24-05-2022 RR215217             Pap                                              2500.00
25-05-2022 RR215233             COATED HANGER                                    9690.00
25-05-2022 RR215234             BISCUIT                                         17600.00
25-05-2022 RR215235             Iron Sponge                                      2000.00
25-05-2022 RR215235             Green Sponge                                      900.00
25-05-2022 RR215235             Tooth Pick (Local)                               1350.00
25-05-2022 RR215236             Skewer (Suya Stick)                              2500.00
25-05-2022 RR215237             BRANDY 501                                      12000.00
25-05-2022 RR215238             Stout (Large)                                   22000.00
25-05-2022 RR215238             TROPHY BEER                                      3500.00
25-05-2022 RR215238             HERO BEER                                        3500.00
25-05-2022 RR215238             ORIGIN BIG                                       4000.00
25-05-2022 RR215238             BUDWIESER                                       10000.00
25-05-2022 RR215239             Heineken Large                                   8560.00
25-05-2022 RR215239             STAR RADDLER                                     4480.00
25-05-2022 RR215240             Plantain                                         7000.00
25-05-2022 RR215240             Pineapple Fruit                                  9000.00
25-05-2022 RR215240             Water Mellon                                     9600.00
25-05-2022 RR215240             Sweet Potatoes                                   6999.99
25-05-2022 RR215240             Cucumber                                         2000.00
25-05-2022 RR215240             MOI MOI LEAVES                                   3500.00
25-05-2022 RR215240             Ugu Leaves                                       3000.00
25-05-2022 RR215240             Fresh Tomatos                                   15500.00
25-05-2022 RR215240             Peanut                                           9000.00
25-05-2022 RR215240             Yam Tubas                                       15000.00
25-05-2022 RR215241             Orange Fruit                                     9000.00
25-05-2022 88791913             WEEKLY PURCHASES                  500000.00
26-05-2022 NA                   CASHLESS TRANSACTION SIGNAGE                        0.00
26-05-2022 RR215249             Mozzaralla Chesse                               13548.09
26-05-2022 RR215250             Chivita Small                                   24000.00
26-05-2022 RR237751             CHEDDER CHEESE                                   9600.00
26-05-2022 RR237752             WHIPPING CREAM                                   7600.00
26-05-2022 RR237752             Shrimp                                           5600.00
26-05-2022 RR237753             Shrimp                                           2800.00
26-05-2022 RR237754             Plantain                                         3000.00
26-05-2022 RR237754             Kpomo                                            2000.00
26-05-2022 RR237754             Onion                                            5000.00
26-05-2022 RR237755             BITTER KOLA                                      6000.00
26-05-2022 RR237755             Kola Nut                                         3000.00
26-05-2022 JV                   CASH RETIREMENT                                505220.00
27-05-2022 RR237770             Chivita Small                                   18000.00
27-05-2022 RR237771             BISCUIT                                         17600.00
27-05-2022 RR237772             CHICKEN SAUSAGE                                 37000.00
27-05-2022 RR237773             White Nylon leather                              5500.00
27-05-2022 RR237774             Umbrella                                        12500.00
27-05-2022 RR237775             Assorted sweet                                  33534.00
27-05-2022 RR237776             Red oil                                         23000.00
27-05-2022 RR237776             White Beans                                     23000.00
27-05-2022 RR237776             Plantain                                         3000.00
27-05-2022 RR237776             Turning Stick                                     600.00
27-05-2022 RR237776             TURNING STICK BIG                                2000.00
27-05-2022 RR237776             SAUCER                                            400.00
27-05-2022 RR237777             BITTER KOLA                                      3000.00
27-05-2022 RR237777             Kola Nut                                         1500.00
27-05-2022 88791924             WEEKLY PURCHASES                  500000.00
28-05-2022 RR237784             Pineapple Fruit                                 18000.00
28-05-2022 RR237784             Water Mellon                                    19680.00
30-05-2022 88791926             WEEKLY PURCHASES                  500000.00
30-05-2022 RR237805             BISCUIT                                         21600.00
30-05-2022 RR237806             Chivita Small                                   24000.00
30-05-2022 RR237806             CHIVITA  LARGE                                  10200.00
30-05-2022 RR237806             CHAPMANSTRAW                                     4500.00
30-05-2022 RR237807             Green Pepper                                     6000.00
30-05-2022 RR237807             Green Beans                                      4000.00
30-05-2022 RR237807             Celery                                           1000.00
30-05-2022 RR237807             Parsly                                            300.00
30-05-2022 RR237807             Lettuce                                          2000.00
30-05-2022 RR237807             BROCOLI IMPORTED                                 3000.00
30-05-2022 RR237807             CAULIC FLOWER                                    3600.00
30-05-2022 RR237807             Carrot                                           7000.00
30-05-2022 RR237807             Cucumber                                         6000.00
30-05-2022 RR237807             Plantain                                         7000.00
30-05-2022 RR237807             Eguisi                                          11200.00
30-05-2022 RR237807             OGBONO                                           9000.00
30-05-2022 RR237807             Pepper Soup Spices                               2500.00
30-05-2022 RR237809             UZIZA SEEDS                                      1000.00
30-05-2022 RR237809             IRISH POTATOE                                   23000.00
30-05-2022 RR237809             Fresh Tomatos                                   17000.00
30-05-2022 RR237809             Onion                                            5000.00
30-05-2022 RR237809             Ugu Leaves                                       4500.00
30-05-2022 RR237809             Water Leaves                                     1000.00
30-05-2022 RR237809             Scent Leaves                                      500.00
30-05-2022 RR237809             HOT PEPPER                                      14000.00
30-05-2022 RR237809             Stock Fish Head                                 12000.00
30-05-2022 RR237809             RED CABBAGE                                      2500.00
30-05-2022 RR237810             Green Pepper                                     7000.00
30-05-2022 RR237810             Green Beans                                      3000.00
30-05-2022 RR237810             Cucumber                                         4000.00
30-05-2022 RR237810             GARLIC  POWDER                                   2000.00
30-05-2022 RR237810             Fresh Ginger                                      999.99
30-05-2022 RR237810             Lemon Fruit                                      1000.00
30-05-2022 RR237810             BROCOLI IMPORTED                                 1700.00
30-05-2022 RR237810             CAULIC FLOWER                                    1300.00
30-05-2022 RR237810             Celery                                            500.00
30-05-2022 RR237810             Leek                                              400.00
30-05-2022 RR237810             Parsly                                            200.00
30-05-2022 RR237810             Lettuce                                          1500.00
30-05-2022 RR237810             Oha Leaves                                       1000.00
30-05-2022 RR237811             Afang Leave                                      2000.00
30-05-2022 RR237811             Water Leaves                                     3000.00
30-05-2022 RR237812             Pineapple Fruit                                 27000.00
30-05-2022 RR237812             Water Mellon                                    32400.00
30-05-2022 RR237812             Mango Fruit                                      2000.00
30-05-2022 RR237812             PERIWINKLE                                       4000.00
30-05-2022 RR237812             Afang Leave                                      4000.00
30-05-2022 RR237812             Yam Tubas                                       15000.00
30-05-2022 RR237813             BITTER KOLA                                      6000.00
30-05-2022 RR237813             Kola Nut                                         3000.00
31-05-2022 RR237825             CRONI ELECTRODE                                  5000.00
31-05-2022 RR237824             White Beans                                     23000.00
31-05-2022 RR237824             Plantain                                         6000.00
31-05-2022 RR237824             Pepper Soup Spices                               2500.00
31-05-2022 RR237824             Kpomo                                            2500.00
31-05-2022 RR237824             Dried Fish                                      24000.00
31-05-2022 RR237824             Pap                                              2500.00
31-05-2022 RR237824             BITTER KOLA                                      6000.00
31-05-2022 RR237824             Kola Nut                                         3000.00
31-05-2022 RR237826             Ugu Leaves                                       1500.00
31-05-2022 RR237826             Water Leaves                                     3000.00
31-05-2022 JV                   TRANSPORT EXPENSES                              12600.00
31-05-2022 JV                   TRANSPORT EXPENSES                              16700.00
31-05-2022 JV                   CASH RETIREMENT                                122980.00
31-05-2022 JV TRANSPORT         TRANSPORT EXP                                   18300.00
31-05-2022 JV TRANSPORT         TRANSPORT EXP                                   12600.00
31-05-2022 JV TRANSPORT         TRANSPORT EXP                                   16700.00
31-05-2022 JV TRANSPORT         TRANSPORT EXP                                   22200.00
31-05-2022 JV TRANSPORT         TRANSPORT EXP                                   14800.00
01-06-2022 RR237840             Tablet Butter                                   15800.00
01-06-2022 RR237841             Jumbo Prawn                                     25000.00
01-06-2022 RR237842             CHICKEN SAUSAGE                                 39000.00
01-06-2022 RR237842             ANTI SNAKE FLOWER                               60000.00
01-06-2022 RR237843             Orange Fruit                                     9000.00
01-06-2022 RR237845             Sweet Potatoes                                   7000.00
01-06-2022 RR237845             Okro                                             4000.00
01-06-2022 RR237845             Garden egg                                       2000.00
01-06-2022 RR237845             Plantain                                         3500.00
01-06-2022 RR237845             Cabbage                                          8000.00
01-06-2022 RR237845             Red Pepper                                      13000.00
01-06-2022 RR237845             Pineapple Fruit                                 10000.00
01-06-2022 RR237845             Water Mellon                                    10800.00
01-06-2022 RR237845             Peanut                                           9000.00
01-06-2022 88791987             WEEKLY PURCHASES                  500000.00
02-06-2022 RR237864             BISCUIT                                         17600.00
02-06-2022 RR237865             Jumbo Prawn                                     25000.00
02-06-2022 RR237865             Shrimp                                           5500.00
02-06-2022 RR237866             WEAVING THREAD                                  10000.00
02-06-2022 RR237866             Zip Short                                        5000.00
02-06-2022 RR237867             Cucumber                                         4999.99
02-06-2022 RR237867             Green Beans                                      4000.00
02-06-2022 RR237867             Green Pepper                                     7000.00
02-06-2022 RR237867             Spring Onion                                     2500.00
02-06-2022 RR237867             Fresh Tomatos                                   24000.00
02-06-2022 RR237867             IRISH POTATOE                                   24000.00
02-06-2022 RR237867             BROCOLI IMPORTED                                 4200.00
02-06-2022 RR237867             CAULIC FLOWER                                    3900.00
02-06-2022 RR237867             Lettuce                                          2000.00
02-06-2022 RR237867             MINT LEAVE                                        200.00
02-06-2022 RR237868             Oha Leaves                                       2000.00
02-06-2022 RR237868             Stock Fish Head                                  8000.00
02-06-2022 RR237868             Afang Leave                                      3000.00
02-06-2022 RR237869             Cat Fish                                        37800.00
02-06-2022 RR237870             Plantain                                         3000.00
02-06-2022 RR237871             BITTER KOLA                                      6000.00
02-06-2022 RR237871             Kola Nut                                         3000.00
03-06-2022 RR237874             Chivita Small                                   18750.00
03-06-2022 RR237875             TOOTH BRUSH ORAL B                               4600.00
03-06-2022 RR237876             CRANBERRY JUICE                                 12000.00
03-06-2022 RR237876             ORIJIN BITTER                                    7500.00
03-06-2022 RR237876             Smironoff Ice                                    7800.00
03-06-2022 RR237876             HOLLANDIA YOGHURT                                7500.00
03-06-2022 RR237876             Power Horse                                     10000.00
03-06-2022 RR237877             Ugu Leaves                                       2500.00
03-06-2022 RR237877             ZOBO LEAVES                                      3000.00
03-06-2022 RR237877             Water Mellon                                    16200.00
03-06-2022 RR237877             Pineapple Fruit                                 13500.00
03-06-2022 RR237877             Plantain                                         3500.00
03-06-2022 RR237878             Red oil                                         23000.00
03-06-2022 RR237878             BITTER KOLA                                      6000.00
04-06-2022 RR237891             Cooking Gas                                      9400.00
06-06-2022 88792026             WEEKLY PURCHASES                  500000.00
06-06-2022 RR055613             CHIVITA  LARGE                                  15300.00
06-06-2022 RR055613             Chivita Small                                   31250.00
06-06-2022 RR055614             BISCUIT                                         21600.00
06-06-2022 RR055615             Green Beans                                      4000.00
06-06-2022 RR055615             Green Pepper                                     8000.00
06-06-2022 RR055615             Cabbage                                          3999.99
06-06-2022 RR055615             Carrot                                          10000.00
06-06-2022 RR055615             Cucumber                                         4000.00
06-06-2022 RR055615             Lettuce                                          1500.00
06-06-2022 RR055615             CAULIC FLOWER                                    4800.00
06-06-2022 RR055615             Red Pepper                                      13000.00
06-06-2022 RR055615             Hot Pepper                                      14000.00
06-06-2022 RR055615             Eguisi                                          10400.00
06-06-2022 RR055615             OGBONO                                           9000.00
06-06-2022 RR055615             UZIZA SEEDS                                      1000.00
06-06-2022 RR055615             Stock Fish Head                                 16000.00
06-06-2022 RR055616             Fresh Tomatos                                   17000.00
06-06-2022 RR055616             Uzuza Leaves                                     1000.00
06-06-2022 RR055616             Ugu Leaves                                       4500.00
06-06-2022 RR055616             Oha Leaves                                       1000.00
06-06-2022 RR055616             Afang Leave                                      4000.00
06-06-2022 RR055616             Onion                                            5500.00
06-06-2022 RR055616             Sweet Potatoes                                   6500.00
06-06-2022 RR055616             MOI MOI LEAVES                                   3600.00
06-06-2022 RR055616             Celery                                           1000.00
06-06-2022 RR055616             Parsly                                            300.00
06-06-2022 RR055617             RED CABBAGE                                      3500.00
06-06-2022 RR055617             Leek                                              500.00
06-06-2022 RR055617             Water Leaves                                     3000.00
06-06-2022 RR055617             Pepper Soup Spices                               2500.00
06-06-2022 RR055617             Water Mellon                                    24000.00
06-06-2022 RR055617             Pineapple Fruit                                 24750.00
06-06-2022 RR055617             Mango Fruit                                      2400.00
06-06-2022 RR055617             Kpomo                                            2000.00
06-06-2022 RR055617             Okro                                             3000.00
06-06-2022 RR055617             Lemon Fruit                                      1000.00
06-06-2022 RR055617             Yam Tubas                                       15000.00
06-06-2022 RR055618             Water Mellon                                    16200.00
06-06-2022 RR055618             Pineapple Fruit                                 13500.00
06-06-2022 RR055618             Orange Fruit                                     9000.00
06-06-2022 RR055618             Fresh Ginger                                      999.99
06-06-2022 RR055618             GARLIC  POWDER                                   2000.00
06-06-2022 RR055618             Pumpkin                                          2000.00
06-06-2022 RR055618             Plantain                                        10500.00
06-06-2022 RR055618             Yam Tubas                                       15000.00
06-06-2022 RR055619             PERIWINKLE                                       4000.00
06-06-2022 RR055620             Dried Fish                                      24000.00
06-06-2022 RR055621             BITTER KOLA                                      6000.00
06-06-2022 RR055621             Kola Nut                                         3000.00
07-06-2022 RR055632             Tooth Pick (Local)                               2250.00
07-06-2022 RR055633             Take Away Pack (small)                          10000.00
07-06-2022 RR055634             CHICKEN SAUSAGE                                 39000.00
07-06-2022 RR055635             Powdered Starch                                 13000.00
07-06-2022 RR055636             Assorted sweet                                  25434.00
07-06-2022 RR055637             Orange Fruit                                     9000.00
07-06-2022 RR055638             Pap                                              2500.00
07-06-2022 RR055638             PERIWINKLE                                       4000.00
07-06-2022 RR055638             Utazi Leaves                                     1000.00
07-06-2022 RR055638             White Beans                                     23000.00
07-06-2022 RR055638             Plantain                                         3000.00
07-06-2022 RR055638             BITTER KOLA                                      6000.00
07-06-2022 RR055638             Kola Nut                                         3000.00
08-06-2022 RR052605             BISCUIT                                         21600.00
08-06-2022 RR052606             Green Sponge                                     2000.00
08-06-2022 RR052607             Water Mellon                                    17500.00
08-06-2022 RR052607             Pineapple Fruit                                 15000.00
08-06-2022 RR052607             Fresh Tomatos                                   15000.00
08-06-2022 RR052607             IRISH POTATOE                                   14000.00
08-06-2022 RR052607             Green Beans                                      2000.00
08-06-2022 RR052607             Green Pepper                                     2000.00
08-06-2022 RR052607             Onion                                            6000.00
08-06-2022 RR052608             Apple                                           11000.00
08-06-2022 RR052608             Ugu Leaves                                       1000.00
08-06-2022 RR052608             Water Leaves                                     1000.00
08-06-2022 RR052608             Plantain                                         3000.00
08-06-2022 88792043             WEEKLY PURCHASES                  500000.00
09-06-2022 RR052617             Tablet Butter                                   15800.00
09-06-2022 RR052618             Chivita Small                                   25000.00
09-06-2022 RR052618             CHIVITA JUICE M                                  7950.00
09-06-2022 RR052619             COATED HANGER                                    8550.00
09-06-2022 RR052620             CHEF NET                                         4000.00
09-06-2022 RR052621             Water Mellon                                    15000.00
09-06-2022 RR052621             Pineapple Fruit                                 13500.00
09-06-2022 RR052621             Green Beans                                      2500.00
09-06-2022 RR052621             Green Pepper                                     1500.00
09-06-2022 RR052622             PERIWINKLE                                       4000.00
09-06-2022 RR052622             BITTER KOLA                                      6000.00
09-06-2022 RR052622             Kola Nut                                         3000.00
10-06-2022 RR052638             BISCUIT                                         21600.00
10-06-2022 RR052639             Rice Big Bag 50kg                              145000.00
10-06-2022 RR052641             Fresh Tomatos                                    6000.00
10-06-2022 RR052641             Afang Leave                                      4000.00
10-06-2022 RR052641             IRISH POTATOE                                   13000.00
10-06-2022 RR052641             Sweet Potatoes                                   3999.99
10-06-2022 RR052641             Cabbage                                          5000.00
10-06-2022 RR052641             Carrot                                           3749.99
10-06-2022 RR052641             Ugu Leaves                                       2000.00
10-06-2022 RR052641             Oha Leaves                                       1500.00
10-06-2022 RR052641             Water Leaves                                     1500.00
10-06-2022 RR052641             Yam Tubas                                        9000.00
10-06-2022 RR052642             Red oil                                         23000.00
10-06-2022 RR052642             White Beans                                     23000.00
10-06-2022 RR052642             Plantain                                         3000.00
10-06-2022 RR052642             BITTER KOLA                                      6000.00
10-06-2022 RR052642             Kola Nut                                         3000.00
10-06-2022 88792049             WEEKLY PURCHASES                  500000.00
11-06-2022 RR055757             Nestel water big                                 8000.00
11-06-2022 RR055758             Chivita Small                                   25000.00
11-06-2022 RR055759             Iron Sponge                                      2400.00
14-06-2022 88792069             WEEKLY PURCHASES                  500000.00
14-06-2022 RR055785             BISCUIT                                         21600.00
14-06-2022 RR055786             Chivita Small                                   25000.00
14-06-2022 RR055787             Skewer (Suya Stick)                              2500.00
14-06-2022 RR055788             Green Beans                                      2500.00
14-06-2022 RR055788             Green Pepper                                     5000.00
14-06-2022 RR055788             Lettuce                                          1500.00
14-06-2022 RR055788             Cabbage                                         10000.00
14-06-2022 RR055788             Carrot                                           7000.00
14-06-2022 RR055788             Cucumber                                         3000.00
14-06-2022 RR055788             BROCOLI IMPORTED                                 4000.00
14-06-2022 RR055788             CAULIC FLOWER                                    2000.00
14-06-2022 RR055788             Celery                                            800.00
14-06-2022 RR055788             Parsly                                            200.00
14-06-2022 RR055788             Leek                                              500.00
14-06-2022 RR055788             HOT PEPPER                                      16000.00
14-06-2022 RR055788             Red Pepper                                       8000.00
14-06-2022 RR055789             SHAMBO PEPPER                                   10000.00
14-06-2022 RR055789             Stock Fish Head                                 16000.00
14-06-2022 RR055789             OGBONO                                           9000.00
14-06-2022 RR055789             Onion                                            9999.99
14-06-2022 RR055789             Kpomo                                            2500.00
14-06-2022 RR055789             Ugu Leaves                                       5000.00
14-06-2022 RR055789             Water Leaves                                     1500.00
14-06-2022 RR055789             Afang Leave                                      4000.00
14-06-2022 RR055789             PERIWINKLE                                       4000.00
14-06-2022 RR055789             Uzuza Leaves                                     1000.00
14-06-2022 RR055790             Oha Leaves                                       1000.00
14-06-2022 RR055790             Pineapple Fruit                                 20000.00
14-06-2022 RR055790             Water Mellon                                    18000.00
14-06-2022 RR055790             Orange Fruit                                     8000.00
14-06-2022 RR055790             Fresh Tomatos                                   24000.00
14-06-2022 RR055790             Mango Fruit                                      1600.00
14-06-2022 RR055790             Garden egg                                       1500.00
14-06-2022 RR055790             Spring Onion                                     2500.00
14-06-2022 RR055790             Peanut                                           6000.00
14-06-2022 RR055790             Yam Tubas                                       15000.00
14-06-2022 RR055791             Banga                                            4000.00
14-06-2022 RR055791             Bitter Leaves                                    4000.00
14-06-2022 RR055791             Plantain                                         6000.00
14-06-2022 RR055791             Pap                                              2500.00
14-06-2022 RR055792             Celery                                            400.00
14-06-2022 RR055792             CAULIC FLOWER                                    1300.00
14-06-2022 RR055792             Green Beans                                      3000.00
14-06-2022 RR055792             Cucumber                                         3500.00
14-06-2022 RR055792             GARLIC  POWDER                                   2000.00
14-06-2022 RR055792             Green Pepper                                     5000.00
14-06-2022 RR055792             Carrot                                           5000.00
14-06-2022 RR055792             IRISH POTATOE                                   13000.00
14-06-2022 RR055792             Fresh Ginger                                      999.99
14-06-2022 RR055792             Lemon Fruit                                      1000.00
14-06-2022 RR055792             Apple                                           11000.00
14-06-2022 RR055792             Water Leaves                                     1500.00
14-06-2022 RR055792             BROCOLI IMPORTED                                 2500.00
14-06-2022 RR055793             Sweet Potatoes                                   6500.00
14-06-2022 RR055793             Lettuce                                          1000.00
14-06-2022 RR055793             MINT LEAVE                                        200.00
14-06-2022 RR055794             Pineapple Fruit                                 22800.00
14-06-2022 RR055794             Water Mellon                                    18000.00
14-06-2022 RR055794             Orange Fruit                                     8499.99
14-06-2022 RR055794             Mango Fruit                                      3400.00
14-06-2022 RR055795             Plantain                                         6500.00
14-06-2022 RR055795             Cabbage                                          3000.00
14-06-2022 RR055796             BITTER KOLA                                      6000.00
14-06-2022 RR055796             Kola Nut                                         3000.00
15-06-2022 RR052168             TOILET ROLL UNBRANDED                            1050.00
15-06-2022 RR052169             Take Away Pack (small)                          10000.00
15-06-2022 RR052170             CHICKEN SAUSAGE                                 39000.00
15-06-2022 RR052170             Bulk sausage                                    19000.00
15-06-2022 RR052171             Abacha                                           1000.00
15-06-2022 RR052171             Ugba                                             1000.00
15-06-2022 RR052171             GARDEN EGG LEAVES                                 200.00
15-06-2022 RR052172             Utazi Leaves                                      800.00
15-06-2022 RR052173             Yam Tubas                                        7000.00
15-06-2022 RR052173             Pepper Soup Spices                               2500.00
15-06-2022 RR052173             Plantain                                         9500.00
15-06-2022 RR052173             Dried Fish                                      24000.00
15-06-2022 RR052174             BITTER KOLA                                      6000.00
15-06-2022 RR052174             Kola Nut                                         3000.00
16-06-2022 RR052194             Tablet Butter                                   17500.00
16-06-2022 RR052195             Bacon                                            5019.92
16-06-2022 RR052195             Hammer 1kg                                       2427.25
16-06-2022 RR052196             Cooking Gas                                     68545.01
16-06-2022 RR052197             Yam Tubas                                       13500.00
16-06-2022 RR052197             Okro                                             2000.00
16-06-2022 RR052197             Pineapple Fruit                                 10500.00
16-06-2022 RR052197             Water Mellon                                    10800.00
16-06-2022 RR052197             ZOBO LEAVES                                     10000.00
16-06-2022 RR052197             Fresh Tomatos                                   23000.00
16-06-2022 RR052197             Garden egg                                       2000.00
16-06-2022 RR052197             Green Pepper                                     2000.00
16-06-2022 RR052197             Green Beans                                      2000.00
16-06-2022 RR052197             Carrot                                           4000.00
